id,name,slug,batch,website,yc_url,location,region,teamSize,oneLiner,github_org,commit_velocity_30d,commit_velocity_90d,acceleration_ratio,active_repos,contributors,commits_per_employee,stabilized_efficiency,total_stars,total_forks,pr_merge_rate,issue_close_rate,founder_linkedin,founder_twitter,open_jobs,hiring_intensity,best_headcount,stage,log_commit,log_eff,log_accel,log_repos,log_contrib,log_stars,log_forks,log_pr,log_issues,log_hiring,log_commit_z,log_eff_z,log_accel_z,log_repos_z,log_contrib_z,log_stars_z,log_forks_z,log_pr_z,log_issues_z,log_hiring_z,raw_score,final_score
30288,Harper,harper,W25,https://www.harperinsure.com/,https://www.ycombinator.com/companies/harper,"San Francisco, CA, USA",United States of America,25.0,AI-native commercial insurance brokerage,HarperFast,280,353,3.84,5,15,14.12,70.6,78,16,0.88,0.4,https://linkedin.com/in/dakotahrice,,22.0,88.0,25.0,Series A (low traction),5.869296913133774,4.2710950739666,1.5769147207285403,1.791759469228055,2.772588722239781,4.3694478524670215,2.833213344056216,0.6312717768418579,0.33647223662121295,4.48863636973214,1.580642163433763,1.2953903345448687,0.9067062413509367,0.6872377678602731,0.5350136245292588,-0.16699527205104503,-0.34066008504078893,0.3325923475648388,0.2425823465094768,0.8585791328177008,0.7897,86.2
29226,Greptile,greptile,W24,https://www.greptile.com,https://www.ycombinator.com/companies/greptile,"San Francisco, CA, USA",United States of America,20.0,AI code review agent with complete context of your codebase,greptileai,296,371,3.95,4,61,18.55,82.96,4,5,0.41,1.0,https://linkedin.com/in/dakshg,https://x.com/vaishaaant,20.0,100.0,20.0,Series A (low traction),5.918893854273146,4.430340494952432,1.599387576580599,1.6094379124341003,4.127134385045092,1.6094379124341003,1.791759469228055,0.3435897043900769,0.6931471805599453,4.61512051684126,1.6600263061296496,1.5371416533149715,0.9357221681122578,0.0738664900660399,2.2698109608046053,-1.1135316999113436,-0.797678272091808,-3.448108248768823,1.6319851097138218,0.9676275770155929,0.6814,81.5
29453,Miden,miden,W24,http://www.miden.co,https://www.ycombinator.com/companies/miden,"15a Ajanaku St, Opebi, Ikeja 101233, Lagos, Nigeria",Nigeria,19.0,Card issuer processor and banking stack for businesses in Sub-…,0xMiden,330,423,3.55,5,36,22.26,97.04,283,292,0.76,0.35,https://linkedin.com/in/okiemute-d-avworhokai-5b52a7a6,https://x.com/TyrusTechHQ,1.0,5.3,19.0,Series A (low traction),6.049733455231958,4.585375558659912,1.515127232962859,1.791759469228055,3.6109179126442243,5.648974238161206,5.680172609017068,0.5653138090500605,0.30010459245033805,1.840549633397487,1.8694462686148334,1.7725012063549594,0.826929054527091,0.6872377678602731,1.608680822594421,0.27181413834315316,0.9086628022500113,-0.5342233216847698,0.10091468478854126,-1.4244717102989537,0.6666,80.8
27881,Inkeep,inkeep,W23,https://inkeep.com,https://www.ycombinator.com/companies/inkeep,"San Francisco, CA, USA",United States of America,17.0,Build AI Agent teammates and automations in code or no-code,inkeep,228,243,15.2,5,19,14.29,58.94,980,103,0.57,0.0,https://linkedin.com/in/edwinngomez,https://x.com/robert_inkeep,11.0,64.7,17.0,Series A,5.497168225293202,4.0933440618885175,2.785011242238338,1.791759469228055,2.995732273553991,6.8885724595653635,4.6443908991413725,0.4510756193602167,0.0,4.185098925490565,0.9850183975697405,1.0255455797219344,2.4665453832695174,0.6872377678602731,0.8207986290932219,0.6969303147203568,0.45413371491419385,-2.0355347805587396,-1.0681221569819803,0.5968839970486947,0.5547,75.9
30303,AfterQuery,afterquery,W25,https://afterquery.com,https://www.ycombinator.com/companies/afterquery,"San Francisco, CA, USA",United States of America,20.0,Research lab investigating the boundaries of AI capabilities.,AfterQuery,103,125,4.68,5,8,6.25,27.95,11,18,0.91,0.5,https://linkedin.com/in/danny1898,https://x.com/CarlosGeorgescu,31.0,155.0,20.0,Series A (low traction),4.836281906951478,3.3655702040190043,1.7369512327330598,1.791759469228055,2.1972245773362196,2.4849066497880004,2.9444389791664403,0.6471032420585385,0.4054651081081644,5.049856007249537,-0.07278663225196083,-0.07929177646184664,1.113338088323561,0.6872377678602731,-0.20186827866170381,-0.8132925452116173,-0.2918512617791154,0.5406485169167627,0.5113393419597619,1.3424352501521422,0.2901,64.3
28115,Vellum,vellum,W23,https://www.vellum.ai/,https://www.ycombinator.com/companies/vellum,"New York, NY, USA",United States of America,23.0,The AI Product Development Platform,vellum-ai,70,242,0.41,5,7,10.52,50.46,94,31,0.75,0.0,https://linkedin.com/in/akash-sharma53,,24.0,104.3,23.0,Series A (low traction),5.493061443340548,3.940804806853598,0.3435897043900769,1.791759469228055,2.0794415416798357,4.553876891600541,3.4657359027997265,0.5596157879354227,0.0,4.6568134191399295,0.9784451421015405,0.7939749270738962,-0.6857067827242309,0.6872377678602731,-0.35271568242655366,-0.10374593321240796,-0.063092042852144,-0.6091063745021945,-1.0681221569819803,1.0035731578150766,0.2387,62.0
28216,Escape,escape,W23,https://escape.tech,https://www.ycombinator.com/companies/escape,"New York, NY, USA",United States of America,29.0,The only DAST that works with modern stack and tests business logic,Escape-Technologies,34,141,0.32,5,8,4.86,26.18,621,53,0.76,0.6,https://linkedin.com/in/tkalos,https://x.com/escapetechhq,37.0,127.6,29.0,Series A,4.955827057601261,3.3024814087229974,0.2776317365982795,1.791759469228055,2.1972245773362196,6.432940092739179,3.9889840465642745,0.5653138090500605,0.4700036292457356,4.856706811803519,0.11855559732457445,-0.1750672114351614,-0.7708687031926993,0.6872377678602731,-0.20186827866170381,0.5406726771453104,0.1665234243528165,-0.5342233216847698,0.7627447213549191,1.175911462445436,0.1858,59.7
25531,haddock,haddock,W22,https://haddock.app,https://www.ycombinator.com/companies/haddock,"Barcelona, Spain",Spain,40.0,AI agents to run restaurant operations,haddocking,137,181,3.11,5,10,4.53,28.62,261,89,0.95,0.85,https://linkedin.com/in/arnaunavarro,https://x.com/haddock_app,1.0,2.5,40.0,Series A (low traction),5.204006687076795,3.3884498088396526,1.4134230285081433,1.791759469228055,2.3978952727983707,5.568344503761097,4.499809670330265,0.6678293725756554,0.6151856390902335,1.252762968495368,0.5157883029693633,-0.044558126953502974,0.6956132232325061,0.6872377678602731,0.0551352299799217,0.2441624332998394,0.39068755309184394,0.8130300850066103,1.3282912759235392,-1.9312326190201552,0.1028,56.1
29286,PointOne,pointone,W24,https://pointone.com/,https://www.ycombinator.com/companies/pointone,"New York, NY, USA",United States of America,15.0,AI Time Platform for Law Firms,PointOneNav,43,79,1.19,5,8,5.27,20.4,58,29,0.98,0.75,https://linkedin.com/in/katon-luaces,https://x.com/PointOneAI,15.0,100.0,15.0,Series A (low traction),4.382026634673881,3.0633909220278057,0.7839015438284094,1.791759469228055,2.1972245773362196,4.07753744390572,3.4011973816621555,0.6830968447064438,0.5596157879354227,4.61512051684126,-0.7998610147932097,-0.5380317482245156,-0.11719621293321439,0.6872377678602731,-0.20186827866170381,-0.2671049967904998,-0.09141329513046817,1.0136742909435446,1.1118227348683793,0.9676275770155929,0.0739,54.8
29441,Retell AI,retell-ai,W24,https://retellai.com,https://www.ycombinator.com/companies/retell-ai,Unknown,Unknown,24.0,Supercharge Your Contact Center Operations with AI Phone Agents,RetellAI,63,151,0.72,4,11,6.29,30.82,108,31,0.99,0.0,https://linkedin.com/in/binw,https://x.com/retellai,4.0,16.7,24.0,Series A (low traction),5.0238805208462765,3.4600950229096408,0.5423242908253616,1.6094379124341003,2.4849066497880004,4.6913478822291435,3.4657359027997265,0.688134638736401,0.0,2.8735646395797834,0.22748098088825922,0.06420685277251945,-0.42910974659722617,0.0738664900660399,0.16657267293377748,-0.05660070430701421,-0.063092042852144,1.0798806788875057,-1.0681221569819803,-0.5338567057160369,-0.0562,49.1
29380,Conduit,conduit-ai,W24,https://conduit.ai/?utm_source=referral&utm_medium=organic&utm_campaign=ycombinator,https://www.ycombinator.com/companies/conduit-ai,"San Francisco, CA, USA",United States of America,18.0,Conversational AI agents for Customer Service.,conduitxyz,38,81,0.88,4,16,4.5,19.09,6,13,0.6,1.0,https://linkedin.com/in/punnkam,https://x.com/0xpunnk,3.0,16.7,18.0,Series A (low traction),4.406719247264253,3.000222178826843,0.6312717768418579,1.6094379124341003,2.833213344056216,1.9459101490553132,2.639057329615259,0.4700036292457356,0.6931471805599453,2.8735646395797834,-0.7603383781874561,-0.6339285525366554,-0.3142648084705988,0.0738664900660399,0.612656951976809,-0.9981396412429574,-0.42586100643492997,-1.7867840063039926,1.6319851097138218,-0.5338567057160369,-0.4047,33.8
